SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1,Cycle_Time, TCP_T_2,Averge_CT,Label
773,8/14/2022,48:32.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,3.25E-01,-8.86E-03,-2.31E-02,2.49E-03,1.66E-02,1.32E+00,-5.07E+00,-1.56E+00,-1.11E+00,2.10E+00,-2.59E+00,-2.71E+00,3.53E-01,-8.22E-02,-5.77E-01,-1.46E+00,2.58E+00,2.83E+00,-4.42E+00,-2.76E+00,2.67E+00,-1.58E-01,-2.47E-01,3.16E-03,2.83E-01,3.71E-03,Abnormal
774,8/14/2022,48:32.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.04E+00,-3.10E-02,-3.84E-01,2.31E-02,3.70E-01,1.88E+00,-4.66E+00,-1.57E+00,-1.24E+00,2.10E+00,-2.46E+00,-1.86E+00,2.90E-01,3.17E-02,-5.81E-01,-1.17E+00,2.47E+00,2.70E+00,-3.91E+00,-4.49E-01,7.46E+00,1.39E-01,-5.14E-01,3.35E-03,3.10E-01,3.68E-03,Abnormal
775,8/14/2022,48:33.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,9.20E-01,-6.58E-03,-4.27E-01,9.86E-02,3.62E-01,1.45E+00,-4.18E+00,-1.57E+00,-1.46E+00,2.15E+00,-2.27E+00,-1.05E+00,4.06E-01,2.10E-02,-6.80E-01,-1.65E+00,2.01E+00,2.17E+00,-5.25E+00,2.06E+00,2.71E+00,2.79E-01,-1.74E-01,3.34E-03,3.22E-01,3.61E-03,Abnormal
776,8/14/2022,48:33.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,7.33E-01,1.45E-02,-7.23E-01,5.69E-02,6.77E-01,7.13E-01,-3.68E+00,-1.57E+00,-1.74E+00,2.18E+00,-2.00E+00,-5.42E-01,2.07E-01,1.22E-01,-6.38E-01,-1.55E+00,1.03E+00,1.06E+00,-6.85E+00,-1.82E+00,3.14E+00,2.29E-02,-1.86E-01,2.44E-03,3.33E-01,3.50E-03,Abnormal
777,8/14/2022,48:34.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.80E-01,-7.27E-04,-5.90E-01,9.58E-02,4.94E-01,1.64E-01,-3.44E+00,-1.57E+00,-2.11E+00,2.19E+00,-1.65E+00,-3.16E-01,1.12E-01,9.15E-02,-7.47E-01,-8.92E-01,-8.99E-01,6.93E-01,-7.45E+00,-6.40E-01,1.20E+00,7.75E-02,-7.63E-02,3.14E-03,3.33E-01,3.40E-03,Abnormal
778,8/14/2022,48:34.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.63E-03,-9.95E-04,-5.06E-01,1.70E-01,3.35E-01,-3.15E-04,-3.42E+00,-1.57E+00,-2.39E+00,2.30E+00,-1.47E+00,-3.03E-01,1.26E-01,-5.23E-02,-6.88E-01,-1.01E+00,-1.60E+00,1.01E-01,-7.55E+00,-1.87E-01,2.69E+00,1.10E-01,-1.69E-01,4.17E-03,3.41E-01,3.39E-03,Abnormal
779,8/14/2022,48:35.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.42E+00,-1.57E+00,-2.44E+00,2.31E+00,-1.44E+00,-3.03E-01,9.51E-02,-5.08E-02,-5.64E-01,-9.72E-01,-1.76E+00,-7.21E-02,-7.17E+00,-4.74E-01,3.01E+00,9.13E-02,-1.70E-01,5.45E-03,3.47E-01,3.64E-03,Abnormal
780,8/14/2022,48:35.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.60E-01,-1.69E-02,5.20E-01,-2.63E-01,-2.64E-01,-2.50E-01,-3.46E+00,-1.57E+00,-2.22E+00,2.23E+00,-1.58E+00,-3.35E-01,-1.57E-01,-1.10E-01,8.76E-02,-3.13E+00,-3.46E+00,-1.61E+00,1.12E+00,2.93E+00,-8.03E-01,1.32E-01,6.34E-03,3.50E-03,-2.49E-01,3.51E-03,Abnormal
781,8/14/2022,48:36.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.89E-01,-1.88E-02,5.45E-01,-4.68E-01,-9.11E-02,-2.78E-01,-3.61E+00,-1.58E+00,-1.93E+00,2.03E+00,-1.68E+00,-4.79E-01,-4.01E-01,-3.20E-01,8.53E-03,-2.82E+00,-2.48E+00,-9.57E-01,8.47E-01,1.12E+00,-1.39E+00,7.20E-02,4.82E-02,3.74E-03,-2.61E-01,3.57E-03,Abnormal
782,8/14/2022,48:36.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.55E-01,-1.63E-02,4.89E-01,-5.83E-01,7.58E-02,-2.43E-01,-3.74E+00,-1.59E+00,-1.67E+00,1.76E+00,-1.68E+00,-6.10E-01,-1.84E-01,-2.24E-01,1.81E-01,-2.76E+00,-9.05E-01,-8.61E-01,1.87E+00,-1.26E+00,1.22E-01,-5.78E-02,-3.66E-02,3.27E-03,-2.73E-01,3.56E-03,Abnormal
783,8/14/2022,48:37.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-6.77E-02,-4.28E-03,1.42E-01,-2.00E-01,5.23E-02,-6.45E-02,-3.81E+00,-1.59E+00,-1.54E+00,1.58E+00,-1.64E+00,-6.73E-01,-1.78E-01,-3.05E-01,-3.72E-01,-2.22E+00,-1.82E+00,-1.53E-01,1.57E+00,3.78E-02,2.03E-02,4.38E-03,-2.17E-02,2.57E-03,-2.69E-01,3.50E-03,Abnormal
784,8/14/2022,48:37.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.53E-01,-2.63E-03,-4.26E-02,6.88E-03,-1.43E-03,-5.42E-02,-3.81E+00,-1.59E+00,-1.54E+00,1.58E+00,-1.64E+00,-6.75E-01,4.99E-01,-3.47E-01,-5.40E-01,-1.73E+00,-1.90E+00,-1.06E+00,-4.28E-01,-9.64E-01,-1.86E-01,7.73E-03,1.70E-03,2.34E-03,2.29E-01,3.40E-03,Abnormal
785,8/14/2022,48:38.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,7.76E-01,-4.97E-02,-2.00E-01,-1.28E-02,4.84E-02,-2.05E-01,-3.50E+00,-1.60E+00,-1.62E+00,1.59E+00,-1.63E+00,-7.69E-01,2.52E-01,-1.40E-01,-6.88E-01,-2.45E+00,-1.23E+00,-9.85E-01,-7.38E-01,8.49E-01,1.79E-01,4.30E-02,5.52E-03,2.70E-03,2.51E-01,3.33E-03,Abnormal
786,8/14/2022,48:38.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,8.27E-01,-9.45E-02,-1.69E-01,-7.67E-02,1.12E-01,-1.53E-01,-3.10E+00,-1.64E+00,-1.71E+00,1.56E+00,-1.59E+00,-8.56E-01,3.03E-01,-3.45E-01,-7.58E-01,-2.86E+00,-1.49E+00,-1.05E+00,-1.74E+00,6.89E-01,-1.04E+00,7.73E-02,5.22E-02,3.77E-03,2.91E-01,3.47E-03,Abnormal
787,8/14/2022,48:39.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,8.64E-01,-1.30E-01,-1.09E-01,-1.52E-01,1.71E-01,-1.15E-01,-2.67E+00,-1.70E+00,-1.77E+00,1.50E+00,-1.51E+00,-9.18E-01,3.53E-01,-4.97E-01,-7.80E-01,-2.66E+00,-1.50E+00,-9.05E-01,-9.71E-01,2.95E-01,1.15E+00,4.89E-02,-1.39E-03,4.68E-03,3.00E-01,3.62E-03,Abnormal
788,8/14/2022,48:39.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.96E-01,4.44E-02,6.35E-02,-2.11E-01,1.17E-01,-1.99E-01,-2.53E+00,-1.72E+00,-1.78E+00,1.44E+00,-1.46E+00,-9.52E-01,-1.88E-01,8.36E-02,-5.50E-02,-3.18E+00,-1.54E+00,-1.37E+00,-4.75E-01,-8.26E-01,-1.97E-02,5.03E-02,5.45E-02,4.24E-03,6.41E-02,3.63E-03,Abnormal
789,8/14/2022,48:40.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.46E-01,3.58E-02,9.71E-02,-2.76E-01,1.61E-01,-1.49E-01,-2.61E+00,-1.70E+00,-1.75E+00,1.35E+00,-1.41E+00,-1.03E+00,-2.57E-01,1.12E-01,-2.33E-01,-2.97E+00,-1.80E+00,-1.17E+00,-9.27E-01,-4.40E-01,7.02E-01,8.59E-02,5.06E-02,3.37E-03,7.63E-02,3.42E-03,Abnormal
790,8/14/2022,48:40.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-3.35E-03,9.11E-04,-4.25E-02,3.53E-02,6.81E-03,-3.55E-03,-2.69E+00,-1.69E+00,-1.75E+00,1.26E+00,-1.33E+00,-1.11E+00,-7.13E-02,3.15E-01,-5.79E-01,-2.01E+00,-3.33E+00,-2.66E-01,-1.16E+00,-1.25E+00,-7.26E-02,4.25E-02,2.86E-02,3.82E-03,6.19E-02,3.45E-03,Abnormal
791,8/14/2022,48:41.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,6.76E-04,-1.84E-04,8.59E-03,-7.13E-03,-1.38E-03,7.16E-04,-2.69E+00,-1.69E+00,-1.75E+00,1.26E+00,-1.33E+00,-1.11E+00,1.36E-01,1.73E-01,-2.44E-03,-2.63E+00,-4.21E+00,3.07E-01,-1.37E+00,-1.77E-01,8.06E-01,-2.30E-02,-6.21E-02,3.55E-03,1.01E-01,3.43E-03,Abnormal
792,8/14/2022,48:41.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.10E-02,-3.02E-03,1.40E-01,-1.24E-01,-1.42E-02,1.16E-02,-2.68E+00,-1.69E+00,-1.70E+00,1.21E+00,-1.34E+00,-1.10E+00,1.28E-01,-2.27E-01,-2.78E-01,-2.60E+00,-4.15E+00,3.53E-01,-1.27E+00,-1.53E-01,8.96E-01,-8.26E-03,-7.83E-02,2.80E-03,2.27E-01,3.38E-03,Abnormal
793,8/14/2022,48:42.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.34E-03,-3.71E-04,1.71E-02,-1.59E-02,-1.04E-03,1.42E-03,-2.68E+00,-1.69E+00,-1.66E+00,1.18E+00,-1.34E+00,-1.10E+00,1.47E-01,-3.05E-01,-2.90E-01,-2.55E+00,-4.03E+00,5.86E-01,-1.36E+00,1.45E-03,8.41E-01,-2.13E-02,-9.14E-02,4.37E-03,2.25E-01,3.56E-03,Abnormal
794,8/14/2022,48:42.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-4.78E-01,6.85E-02,-1.30E-02,5.75E-01,-5.05E-01,1.06E-01,-2.81E+00,-1.67E+00,-1.67E+00,1.35E+00,-1.48E+00,-1.07E+00,-3.75E-01,3.82E-01,-4.74E-01,-1.15E+00,-4.10E+00,8.57E-01,-2.70E+00,-5.65E-01,1.16E+00,-4.75E-02,-6.87E-02,4.32E-03,-1.56E-02,3.76E-03,Abnormal
795,8/14/2022,48:43.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-4.28E-01,5.06E-02,1.07E-01,4.20E-01,-4.52E-01,1.57E-01,-3.03E+00,-1.64E+00,-1.63E+00,1.57E+00,-1.71E+00,-1.00E+00,-2.97E-01,3.70E-01,2.04E-01,-9.81E-01,-3.03E+00,9.36E-01,-1.27E+00,1.90E+00,-2.80E-01,6.41E-02,-3.44E-02,3.20E-03,-1.95E-02,3.81E-03,Abnormal
796,8/14/2022,48:43.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.66E-01,1.72E-02,2.26E-01,2.21E-01,-3.49E-01,3.20E-01,-3.20E+00,-1.63E+00,-1.53E+00,1.72E+00,-1.91E+00,-8.79E-01,-2.82E-01,1.24E-01,1.71E-01,-1.53E+00,-2.05E+00,1.12E+00,-3.24E+00,-1.01E+00,1.63E+00,-6.29E-02,-1.24E-01,4.17E-03,-1.77E-02,3.85E-03,Abnormal
797,8/14/2022,48:44.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-3.95E-02,4.89E-03,2.17E-01,9.46E-02,-1.98E-01,5.45E-01,-3.28E+00,-1.62E+00,-1.42E+00,1.80E+00,-2.05E+00,-6.65E-01,-9.90E-02,1.41E-01,-2.23E-01,-1.57E+00,-1.02E+00,1.66E+00,-1.46E+00,2.10E+00,-1.19E+00,8.89E-02,-2.91E-02,2.95E-03,-4.05E-02,3.68E-03,Abnormal
798,8/14/2022,48:44.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.54E-01,2.20E-02,-1.13E-01,2.86E-01,-6.62E-02,6.70E-01,-3.24E+00,-1.62E+00,-1.39E+00,1.88E+00,-2.11E+00,-3.49E-01,1.04E-01,9.48E-02,-7.11E-01,-1.05E+00,-4.78E-01,1.30E+00,-3.03E+00,-5.09E-01,1.28E+00,-1.81E-03,-1.25E-01,2.27E-03,2.19E-01,3.48E-03,Abnormal
799,8/14/2022,48:45.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.13E-01,3.50E-02,-4.63E-01,4.82E-01,4.53E-02,4.66E-01,-3.18E+00,-1.60E+00,-1.57E+00,2.10E+00,-2.10E+00,-8.64E-02,-3.74E-02,3.52E-01,-8.49E-01,-1.16E+00,7.81E-01,9.04E-01,-3.07E+00,3.74E-01,-4.91E-01,3.97E-02,-5.41E-02,2.71E-03,2.33E-01,3.42E-03,Abnormal
800,8/14/2022,48:45.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.91E-02,3.00E-04,-8.31E-01,5.34E-01,2.96E-01,-2.22E-02,-3.17E+00,-1.59E+00,-1.93E+00,2.38E+00,-2.02E+00,-2.60E-02,-1.83E-02,2.70E-01,-7.55E-01,-1.18E+00,9.68E-01,-6.77E-01,-3.46E+00,1.31E-01,1.32E+00,5.18E-02,-9.87E-02,5.32E-03,3.59E-03,3.57E-03,Abnormal
801,8/14/2022,48:46.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-3.62E-03,-2.64E-04,-2.16E-01,8.21E-02,1.34E-01,-4.56E-03,-3.18E+00,-1.59E+00,-2.28E+00,2.56E+00,-1.84E+00,-3.42E-02,-9.06E-02,1.10E-01,-7.37E-01,-1.21E+00,-3.77E-01,-6.72E-01,-2.72E+00,8.99E-01,-2.15E+00,3.91E-02,1.88E-02,5.52E-03,-1.49E-02,3.76E-03,Abnormal
802,8/14/2022,48:46.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.70E-02,4.54E-05,-1.96E-03,-4.29E-03,6.68E-03,1.70E-02,-3.18E+00,-1.59E+00,-2.29E+00,2.56E+00,-1.84E+00,-3.44E-02,-4.16E-02,1.08E-01,-6.94E-02,-1.47E+00,-5.15E-01,-5.41E-01,-2.10E+00,-2.04E-01,2.58E-02,1.10E-02,-4.01E-02,4.42E-03,-2.10E-03,3.92E-03,Abnormal
803,8/14/2022,48:47.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.14E+00,-1.59E+00,-2.29E+00,2.55E+00,-1.82E+00,8.18E-04,1.14E-01,2.07E-01,-6.03E-01,-2.00E+00,4.29E-02,4.01E-01,-1.41E-01,1.07E-01,1.94E-02,-1.22E-02,-1.80E-02,2.66E-03,2.11E-01,3.75E-03,Abnormal
804,8/14/2022,48:47.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.62E-03,5.31E-04,8.88E-01,-4.00E-01,-4.89E-01,-3.89E-03,-3.15E+00,-1.59E+00,-2.16E+00,2.50E+00,-1.90E+00,3.04E-04,-2.08E-02,2.58E-01,4.86E-02,-3.00E+00,-2.15E+00,-2.54E-01,-5.85E-01,9.68E-01,-1.82E+00,-1.80E-02,5.51E-02,3.01E-03,-2.31E-01,3.62E-03,Abnormal
805,8/14/2022,48:48.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.71E-03,-8.99E-04,7.15E-01,-5.84E-01,-1.31E-01,-5.55E-03,-3.15E+00,-1.59E+00,-1.74E+00,2.23E+00,-2.06E+00,-2.22E-03,-2.56E-01,8.53E-02,5.27E-02,-2.92E+00,-7.84E-01,-4.47E-01,1.14E+00,5.72E-01,-1.60E+00,7.75E-03,4.46E-02,2.32E-03,-2.13E-01,3.53E-03,Abnormal
806,8/14/2022,48:48.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.05E-03,-1.39E-03,6.04E-01,-6.74E-01,6.96E-02,-5.99E-03,-3.15E+00,-1.59E+00,-1.42E+00,1.92E+00,-2.07E+00,-4.64E-03,3.25E-01,-3.89E-01,2.34E-01,-2.45E+00,-6.60E-02,-7.95E-01,1.20E+00,-1.29E+00,1.18E+00,-8.37E-02,-6.66E-02,2.84E-03,2.21E-02,3.40E-03,Abnormal
807,8/14/2022,48:49.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,2.29E-01,-4.55E-01,-4.16E-01,4.48E-01,-5.48E-01,-4.32E-01,-3.06E+00,-1.77E+00,-1.47E+00,1.97E+00,-2.26E+00,-1.68E-01,4.14E-01,-4.06E-01,-7.29E-01,-1.08E+00,-4.27E-01,-1.38E+00,-1.59E+00,-5.05E-01,1.39E+00,-3.58E-02,4.54E-03,4.00E-03,4.00E-02,3.51E-03,Abnormal
808,8/14/2022,48:49.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.43E-01,-1.45E-01,-8.63E-01,5.19E-01,-3.73E-01,-7.58E-01,-3.06E+00,-1.92E+00,-1.80E+00,2.22E+00,-2.49E+00,-4.80E-01,-8.27E-02,-3.02E-01,-7.64E-01,-9.83E-01,2.61E-01,-1.64E+00,2.76E-01,1.29E-01,-5.42E-01,1.21E-02,2.11E-01,3.06E-03,-1.38E-01,3.59E-03,Abnormal
809,8/14/2022,48:50.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.56E-01,-7.07E-02,-1.35E+00,4.58E-01,2.52E-01,-5.67E-01,-3.09E+00,-1.94E+00,-2.35E+00,2.47E+00,-2.56E+00,-8.54E-01,2.43E-01,-3.34E-01,-7.88E-01,-1.13E+00,3.04E+00,-1.08E+00,-3.71E+00,-2.33E+00,1.34E+00,-8.33E-03,-4.84E-02,3.74E-03,-1.30E-02,3.69E-03,Abnormal
810,8/14/2022,48:50.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,3.51E-01,-3.36E-01,-1.42E+00,7.65E-02,9.75E-01,-1.25E-01,-2.93E+00,-2.07E+00,-3.12E+00,2.61E+00,-2.18E+00,-1.00E+00,2.87E-01,-4.00E-01,-6.13E-01,-1.43E+00,5.79E-01,-5.99E-01,-9.39E-01,-9.38E-01,2.11E+00,7.95E-02,-7.88E-02,2.27E-03,-6.94E-02,3.38E-03,Abnormal
811,8/14/2022,48:51.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.92E+00,-2.08E+00,-3.20E+00,2.61E+00,-2.12E+00,-1.02E+00,-1.08E-01,3.69E-01,-7.27E-01,-2.64E+00,1.25E+00,-1.34E+00,-6.43E-01,-4.85E-01,9.98E-01,-2.20E-02,1.68E-01,3.29E-03,-1.25E-01,3.16E-03,Abnormal
812,8/14/2022,48:51.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.36E-01,3.12E-01,-3.56E-03,-4.79E-01,4.40E-01,-3.39E-01,-3.01E+00,-1.88E+00,-3.23E+00,2.43E+00,-1.95E+00,-1.24E+00,-3.98E-01,4.57E-01,-5.42E-01,-3.12E+00,6.71E-01,-8.17E-01,-2.08E+00,1.70E-01,-2.93E+00,-5.23E-02,2.54E-01,2.26E-03,4.10E-02,2.95E-03,Abnormal
813,8/14/2022,48:52.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-4.02E-02,9.72E-02,9.07E-02,-3.90E-01,2.91E-01,-1.05E-01,-3.06E+00,-1.77E+00,-3.19E+00,2.17E+00,-1.74E+00,-1.35E+00,-2.64E-01,1.36E-01,-1.08E-01,-2.16E+00,-7.37E-01,-7.11E-01,1.67E+00,1.29E+00,3.85E-01,5.42E-02,2.19E-01,3.77E-03,-7.03E-02,3.06E-03,Abnormal
814,8/14/2022,48:52.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.06E+00,-1.76E+00,-3.18E+00,2.13E+00,-1.71E+00,-1.36E+00,-2.50E-01,-6.24E-02,-3.16E-01,-2.07E+00,-1.18E+00,6.12E-02,5.17E-01,-3.84E-01,1.11E+00,-3.07E-02,1.95E-01,3.21E-03,-1.48E-01,3.08E-03,Abnormal
815,8/14/2022,48:53.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.45E-04,5.81E-04,1.48E-01,-9.36E-02,-5.42E-02,-9.96E-05,-3.06E+00,-1.76E+00,-3.13E+00,2.10E+00,-1.73E+00,-1.36E+00,-2.57E-01,-6.91E-03,-1.42E-01,-2.66E+00,-2.36E+00,-8.40E-02,1.29E+00,4.32E-01,-2.51E-01,3.32E-02,4.49E-02,3.83E-03,5.05E-02,3.23E-03,Abnormal
816,8/14/2022,48:53.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.11E-04,1.84E-04,5.27E-02,-3.90E-02,-1.37E-02,-3.91E-05,-3.06E+00,-1.76E+00,-3.04E+00,2.03E+00,-1.75E+00,-1.36E+00,-2.08E-01,4.52E-02,-1.82E-01,-2.61E+00,-2.05E+00,-3.12E-01,-1.11E+00,5.44E-01,-9.06E-01,-5.58E-02,3.62E-02,3.32E-03,6.35E-02,3.28E-03,Abnormal
817,8/14/2022,48:54.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.83E-01,-2.42E-02,1.22E+00,-1.28E-02,-5.57E-01,1.14E-01,-3.03E+00,-1.77E+00,-2.79E+00,2.04E+00,-1.88E+00,-1.34E+00,7.00E-02,-4.05E-01,4.39E-02,-2.31E+00,-2.67E+00,8.58E-01,-1.95E+00,1.15E+00,-8.24E-01,-7.21E-02,-1.60E-01,2.88E-03,2.03E-01,3.16E-03,Abnormal
818,8/14/2022,48:54.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,2.12E-01,4.65E-02,1.17E+00,-1.89E-01,-3.21E-01,1.22E-01,-2.93E+00,-1.76E+00,-2.19E+00,1.98E+00,-2.09E+00,-1.28E+00,1.46E-01,7.94E-02,-2.93E-02,-2.78E+00,-8.68E-01,9.12E-01,6.43E-01,1.65E+00,1.65E-01,-1.76E-02,-7.14E-02,2.83E-03,2.42E-01,3.14E-03,Abnormal
819,8/14/2022,48:55.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,2.03E-01,1.26E-01,1.01E+00,-2.16E-01,-1.56E-01,1.17E-01,-2.82E+00,-1.71E+00,-1.66E+00,1.87E+00,-2.19E+00,-1.22E+00,1.42E-01,3.81E-01,5.28E-02,-2.75E+00,-1.50E-01,5.69E-01,-9.13E-02,1.23E+00,-1.26E-01,-9.87E-02,1.42E-02,3.54E-03,2.39E-01,3.12E-03,Abnormal
820,8/14/2022,48:55.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.02E-01,1.77E-01,5.48E-01,-5.65E-02,-4.63E-02,8.40E-02,-2.74E+00,-1.61E+00,-1.26E+00,1.80E+00,-2.23E+00,-1.17E+00,6.05E-04,1.20E-01,-8.23E-02,-2.48E+00,-1.88E-01,7.17E-01,-6.53E-01,1.54E+00,-3.67E-01,-9.41E-02,1.61E-01,2.99E-03,2.44E-01,3.19E-03,Abnormal
821,8/14/2022,48:56.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.53E-02,-5.45E-03,-3.11E-01,3.61E-01,-3.24E-02,6.14E-01,-2.73E+00,-1.59E+00,-1.20E+00,1.83E+00,-2.24E+00,-1.10E+00,7.40E-02,3.93E-02,-3.08E-01,-4.18E-01,-2.19E-01,2.15E+00,3.81E-01,3.30E+00,1.36E+00,-2.23E-02,5.64E-02,2.21E-03,2.20E-01,3.09E-03,Abnormal
822,8/14/2022,48:56.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-6.23E-02,3.90E-03,-5.43E-01,3.79E-01,1.87E-01,7.42E-01,-2.73E+00,-1.59E+00,-1.44E+00,2.04E+00,-2.20E+00,-7.06E-01,-2.35E-01,4.70E-02,-5.02E-01,-1.00E+00,1.11E+00,1.47E+00,-1.28E+00,3.38E+00,-1.69E+00,-3.17E-02,1.77E-01,4.49E-03,-3.28E-03,3.31E-03,Abnormal
823,8/14/2022,48:57.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.13E-01,1.24E-02,-6.34E-01,2.53E-01,4.01E-01,5.91E-01,-2.82E+00,-1.58E+00,-1.75E+00,2.19E+00,-2.02E+00,-3.90E-01,-2.38E-01,2.40E-01,-7.53E-01,-1.31E+00,8.24E-01,1.38E+00,-1.44E+00,1.96E+00,-1.17E+00,-1.43E-01,1.05E-02,3.47E-03,-1.31E-02,3.28E-03,Abnormal
824,8/14/2022,48:57.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-4.24E-01,1.67E-02,-6.11E-01,-2.38E-02,6.53E-01,3.79E-01,-3.00E+00,-1.57E+00,-2.07E+00,2.23E+00,-1.73E+00,-1.67E-01,-3.23E-01,1.17E-01,-3.96E-01,-2.13E+00,-4.89E-03,1.21E+00,-1.34E+00,1.91E+00,-1.34E+00,-8.64E-02,-2.93E-02,3.16E-03,-3.20E-02,3.27E-03,Abnormal
825,8/14/2022,48:58.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-6.44E-02,1.97E-03,-5.94E-02,-2.49E-02,8.66E-02,3.75E-02,-3.18E+00,-1.57E+00,-2.28E+00,2.19E+00,-1.47E+00,-3.89E-02,-1.64E-01,1.62E-01,-4.49E-01,-1.94E+00,-2.06E+00,4.99E-01,-2.41E+00,8.52E-02,-8.61E-01,-1.06E-01,-1.12E-01,2.52E-03,-1.78E-02,3.14E-03,Abnormal
826,8/14/2022,48:58.7,1,1,1.00E+00,9060,3,0,0,0,1,0,1,4.10E-04,-2.49E-04,-1.28E-01,4.77E-02,8.00E-02,-9.58E-05,-3.18E+00,-1.57E+00,-2.32E+00,2.20E+00,-1.45E+00,-3.84E-02,1.53E-01,2.80E-03,-5.45E-01,-7.65E-01,-1.35E+00,4.13E-01,-1.19E+00,-4.12E-02,-5.61E-01,-8.26E-02,-1.46E-01,2.35E-03,2.82E-02,3.04E-03,Abnormal
827,8/14/2022,48:59.2,1,1,1.00E+00,9060,3,0,0,0,1,0,1,4.81E-04,-3.60E-04,-1.56E-01,5.05E-02,1.05E-01,-1.32E-04,-3.18E+00,-1.57E+00,-2.36E+00,2.22E+00,-1.42E+00,-3.84E-02,2.08E-01,-2.14E-02,-6.76E-01,-9.90E-01,-1.42E+00,3.16E-01,-1.92E+00,2.69E-02,6.97E-01,-8.44E-02,-1.95E-01,2.01E-03,7.30E-02,2.96E-03,Abnormal
